GPE,Count,Latitude,Longitude,group_ID
Jubilee Park,1,53.1557403,-0.2215658,378
Sheffield,1,53.38112899999999,-1.470085,379
Heywood,5,53.592628,-2.22565,380
B.Jenkinson,1,53.6924621,-1.6311384,381
Belarus,1,53.709807,27.953389,382
Manitoba,4,53.7608608,-98.8138763,383
Yorkshire,2,53.9590858,-1.0792403,384
Yorkshire,2,53.9590858,-1.0792403,384
York,1,53.9614205,-1.0739108,385
Kavanas,1,53.9897186,-7.3633319,386
M.Monaghan,1,54.2492434,-6.9683082,387
Whitehaven,1,54.549699,-3.589233,388
Coleraine,1,55.1325802,-6.6646102,389
Britain,3,55.378051,-3.435973,390
Britain,3,55.378051,-3.435973,390
Moscow,1,55.755826,37.6173,391
Canada,3,56.130366,-106.346771,392
Canada,3,56.130366,-106.346771,392
Scotland,1,56.49067119999999,-4.2026458,393
Ounkeld,1,56.5676532,-3.5862204,394
Dunkeld,1,56.5676532,-3.5862204,394
Glencoe,2,56.68255989999999,-5.1022713,395
Ilbnotmilil,1,57.675144,-2.812153,396
Kodiak,1,57.79000000000001,-152.4072222,397
St Kilda,11,57.83481324783624,-8.56354406037558,398
St Kilda,11,57.83481324783624,-8.56354406037558,398
St Kilda,11,57.83481324783624,-8.56354406037558,398
St Kjkta,1,57.83481324783624,-8.56354406037558,398
Marwick,1,59.1045876,-3.3403778,399
Stockholm,1,59.32932349999999,18.0685808,400
Bergen,1,60.39126279999999,5.3220544,401
Norway,1,60.47202399999999,8.468945999999999,402
Russia,5,61.52401,105.318756,403
Russia,5,61.52401,105.318756,403
Russia,5,61.52401,105.318756,403
Denali,2,63.06916889999999,-151.0069842,404
Denali,2,63.06916889999999,-151.0069842,404
Island,1,64.963051,-19.020835,405
