Name of outlet,Outlet URL
Tap into Hillsborough,https://www.tapinto.net/towns/hillsborough/
TAP into Hillside,https://www.tapinto.net/towns/hillside/
TAP into Holmdel/Colts Neck,https://www.tapinto.net/towns/holmdel-and-colts-neck/
TAP into Linden,https://www.tapinto.net/towns/linden/
TAP into Livingston,https://www.tapinto.net/towns/livingston/
TAP into Madison,https://www.tapinto.net/towns/madison/
TAP into Middletown,https://www.tapinto.net/towns/middletown/
TAP into Millburn/Short Hills,https://www.tapinto.net/towns/millburn-slash-short-hills/
Tap into Milltown/Spotswood,https://www.tapinto.net/towns/milltown-slash-spotswood/
TAP into Montclair,https://www.tapinto.net/towns/montclair/
Tap into Montville,https://www.tapinto.net/towns/montville/
TAP into Morristown,https://www.tapinto.net/towns/morristown/
Tap into Mountainside,https://www.tapinto.net/towns/mountainside/
Tap into New Brunswick,https://www.tapinto.net/towns/new-brunswick/
Tap into New Providence,https://www.tapinto.net/towns/new-providence/
TAP into Newark,https://www.tapinto.net/towns/newark/
TAP into Newton,https://www.tapinto.net/towns/newton/
Tap into North Plainfield/Green Brook/Watchung,https://www.tapinto.net/towns/north-plainfield-slash-green-brook/
Tap into Nutley,https://www.tapinto.net/towns/nutley/
TAP into Paramus,https://www.tapinto.net/towns/paramus/
TAP into Parsippany,https://www.tapinto.net/towns/parsippany/
Tap into Passaic Valley,https://www.tapinto.net/towns/passaic-valley/
Tap into Paterson,https://www.tapinto.net/towns/paterson/
TAP into Piscataway,https://www.tapinto.net/towns/piscataway/
Tap into Plainfield,https://www.tapinto.net/towns/plainfield/
TAP into Randolph,https://www.tapinto.net/towns/randolph/
TAP into Red Bank,https://www.tapinto.net/towns/red-bank/
TAP into Roselle/Roselle Park,https://www.tapinto.net/towns/roselle-roselle-park/
Tap into Roxbury,https://www.tapinto.net/towns/roxbury/
TAP into Scotch Plains/Fanwood,https://www.tapinto.net/towns/scotch-plains-slash-fanwood/
TAP into SOMA (South Orange/Maplewood),https://www.tapinto.net/towns/soma/
Tap into Somerset Hills,https://www.tapinto.net/towns/somerset-hills/
Tap into Somerville,https://www.tapinto.net/towns/somerville/
Tap into South Brunswick,https://www.tapinto.net/towns/south-brunswick-cranbury/
TAP into South Plainfield,https://www.tapinto.net/towns/south-plainfield/
TAP into Sparta,https://www.tapinto.net/towns/sparta/
Tap into Springfield,https://www.tapinto.net/towns/springfield/
TAP into Stafford/LBI,https://www.tapinto.net/towns/stafford-slash-lbi/
TAP into Summit,https://www.tapinto.net/towns/summit/
Tap into Union,https://www.tapinto.net/towns/union/
Tap into Verona/Cedar Grove,https://www.tapinto.net/towns/verona-slash-cedar-grove/
Tap into Warren,https://www.tapinto.net/towns/warren/
TAP into West Essex,https://www.tapinto.net/towns/west-essex/
TAP into West Orange,https://www.tapinto.net/towns/west-orange/
TAP into Westfield,https://www.tapinto.net/towns/westfield/
Teaneck Daily Voice,https://dailyvoice.com/new-jersey/teaneck
Time Off,http://www.centraljersey.com/time_off/
"Times (of Trenton), The",http://www.nj.com/times/
Times Herald Record,https://www.recordonline.com/
Toms River Villager,http://www.centraljersey.com/news/toms_river_villager/
"Torch, The (Bergen Community College)",http://torchbcc.com/
"Tower, The",http://www.kean.edu/~thetower
Town Topics,http://www.towntopics.com
"Township Journal, The",http://www.townshipjournal.com/
Transportation Radio,http://www.transportationradio.com/
"Trenton Downtowner, The",https://communitynews.org/trenton-downtowner/
"Trenton Monitor, The",https://trentonmonitor.com/
"Trentonian, The",http://www.trentonian.com/
Tri-State Voice,https://www.tristatevoice.com/
Tri-Town News,http://www.centraljersey.com/news/tri_town_news/
TV30,https://www.princetontv.org/Home.html
TV Asia,http://www.tvasiausa.com
"Two River Times, The",http://www.tworivertimes.com
U.S. 1,https://princetoninfo.com/
Ukrainian Weekly (Ukrainian),http://www.ukrweekly.com
Union News Daily,http://unionnewsdaily.com
"Upper Township Gazette, The",https://www.pressofatlanticcity.com/currents_gazettes/upper_township/
Urban Agenda,http://www.urbanagendamagazine.com/
Urdu News,http://thepakistaninewspaper.com/
"Vector, The",http://thevector.njit.edu
Viking News,https://occvikingnews.org/
"Village Green, The",http://www.villagegreennj.com/
Visions,https://www.visionsnewspaper.com/
"Voice, The",https://cccvoice.wordpress.com/
"College Voice, The",http://www.mcccvoice.org/
"Voorhees Sun, The",https://thesunpapers.com/voorhees-sun/
WABC-TV,https://abc7ny.com/new-jersey/
WABT,https://pocono967.com/
WADB-AM,https://mybeachradio.com/
WAIV-FM (same as WAYV-FM),https://www.951wayv.com/
"Wall Street Journal, The",https://www.wsj.com/
Warren Monthly,https://rennamedia.com/publications/warren-monthly/
"Washington Twp Sun, The",https://thesunpapers.com/washington-twp-sun/
Watchung Post,https://rennamedia.com/publications/watchung-post/
Wayne Life,https://www.mypaperonline.com/category/hometown-wayne
WBCB 1490 AM,http://www.wbcbnews.com/
WBGO-FM,https://www.wbgo.org/category/news
WBJB-FM (Brookdale Public Radio),http://wbjb.org/home.php/
WCAU,https://www.nbcphiladelphia.com/
WCHR-AM,https://1057thehawk.com/
WCMC-AM (same as WMID),https://www.classicoldieswmid.com/
WCTC-AM,https://wctcam.com/
WCVH-FM,http://wcvhfm.weebly.com/news.html
WCZT-FM,http://987thecoast.com/
WDVR-FM,https://www.pennjerseyradio.org/
WEHA-FM,https://www.wehavegospel.com/
West Essex Tribune,https://www.westessextribune.net/
West Milford Messenger,http://www.westmilfordmessenger.com/
West Orange Life,https://www.mypaperonline.com/category/west-orange-news
West Windsor & Plainsboro News,https://communitynews.org/west-windsor-news/
"Westfield Leader, The",https://www.goleader.com/
WFMZ-TV,http://www.wfmz.com/
WFPA-CD,https://www.univision.com/local/philadelphia-wuvp
WFPG-FM,https://literock969.com/
WGHT-AM,https://www.wghtradio.com/
WGLS-FM,https://wgls.rowan.edu/
"Whit, The",http://www.thewhitonline.com
WHWH-AM,http://www.radiowttm1680.com/index_files/Page447.htm
WHYY,https://whyy.org/news/
WIFI-AM "Victory AM 1460",http://www.wifiam1460.com/index.php
"Williamstown Sun, The",https://medium.com/the-williamstown-sun
WIMG-AM,http://wimg1300.com/index.html#.XSTOH5NKg5s
Windsor-Hights Herald,http://www.centraljersey.com/news/windsor_hights_herald/
Wired Jersey,http://www.wiredjersey.com/
WJLK-FM,https://943thepoint.com/
WJLP Me-TV3,http://wjlp3.com/
WJSE-FM,http://theshore1063.com/
WKMB-AM,http://tapon1070.com/
WKXW-FM,https://nj1015.com/category/new-jersey-news/
WLIW TV NY,https://www.wliw.org/
WLVT-TV,https://www.wlvt.org/
WMBA TV,http://www.wbmatv.com/
"WMBC TV (& WMBC3, WMBC4)",https://wmbctv.com/
WMGM-TV,https://philadelphia.cbslocal.com/
WMGQ-FM,https://magic983.com/
WMIZ-AM,http://wmizradio.com/index1.html
WMTR-AM,https://magic983.com/
WNET "Thirteen",https://www.wnet.org/
WNJC-AM,http://wnjc.duxpond.com/
WNJE-AM 920,https://920thejersey.com/
WNJU-TV,https://www.telemundo47.com/
WNTP AM 990,https://newstalk990.com/
"WNYC-FM (simulcasts on WNJP-FM, WNJY-FM, WNJT-FM, WNJO-FM)",https://www.wnyc.org/
WNYE-FM,https://www1.nyc.gov/site/media/radio/radio-home.page
WNYM-AM,https://am970theanswer.com/
WOBM-AM,https://mybeachradio.com/
WOBM-FM,https://wobm.com/
WOND-AM,http://wondradio.com/
"Woodbridge Channels, The",http://www.twp.woodbridge.nj.us/244/TV-35-36
"World Journal, The",https://www.worldjournal.com/
WPAT-AM,http://www.wpat930am.com/
WPGG-AM,https://wpgtalkradio.com/
WPHL-TV,https://phl17.com/
WPHT,http://1210wpht.radio.com/
WPPZ,http://praisephilly.com/
WPST-FM,https://wpst.com/
WPVI,https://6abc.com/
WQXR-FM,https://www.wqxr.org/
WRNJ-AM,http://www.wrnj.com/
WRRC-FM,http://www.1077thebronc.com/
WRSU-FM,http://radio.rutgers.edu/
WRTI FM 90.1,http://www.wrti.org/
WSJO-FM,https://sojo1049.com/
WSOU-FM,http://www.wsou.net/
WSUS-FM,https://wsus1023.iheart.com/
WTSR-FM,http://wtsr.org/
WTXF,http://www.fox29.com/
WURD AM 900/96.1 FM,https://wurdradio.com/
WUVP,https://www.univision.com/philadelphia/wuvp
WVLT-FM,https://www.wvlt.com/
WVNJ-AM,http://www.wvnj.com/
WVPH-FM,http://www.thecore.fm/public/index.php
"WWFM-FM (incl. WWCJ, WWNJ, WWPJ)",https://www.wwfm.org/
WWOR-TV,http://www.my9nj.com
WWRL-AM,http://radiozindagi.com/newyork/
WWRV-AM,http://www.radiovision.net/
WWRU-AM,https://www.am1660.com/
WWSI ,https://www.telemundo62.com/
WWTR-AM,https://www.ebcmusic.com/
WXPN (same as WXPJ-FM),http://www.xpn.org/
WXTV-TV,http://www.stationindex.com/tv/callsign/WXTV
Wyckoff-Franklin Lakes Daily Voice,https://dailyvoice.com/new-jersey/wyckoff
Yeshiva World News,https://www.theyeshivaworld.com/
Zaman Amerika,http://zamanamerika.com/
