GPE,Count,Latitude,Longitude,group_ID,GPE_new
Portland,10,45.515232,-122.6783853,310,Portland
Portland,2,45.515232,-122.6783853,310,Portland
PORTLAND,1,45.515232,-122.6783853,310,Portland
Portland,20,45.515232,-122.6783853,310,Portland
Portland,7,45.515232,-122.6783853,310,Portland
Lyon,3,45.764043,4.835659,311,Lyon
Lyon,2,45.764043,4.835659,311,Lyon
Butte,1,46.0038232,-112.5347776,312,Butte
France,2,46.227638,2.213749,313,
Soll(S,1,46.3598939,11.241014,314,
St George Ban.k,1,46.5649601,21.7272883,315,
MAlS+l,1,46.6863988,10.5514095,316,
Quebec,1,46.8130816,-71.20745959999999,317,Québec
Saint Martins,1,47.0407318,-122.8154094,318,
thaL.,1,47.078596,15.3552061,319,
Hungary,1,47.162494,19.503304,320,
"Jlmmys E.,Broadway",1,47.6114238,-122.3205578,321,Seattle
bJue,1,47.80930009999999,9.2511273,322,
Zaporizhzhia,3,47.8388,35.139567,323,Запоріжжя
Orleans,1,47.902964,1.909251,324,Orléans
Orleans,1,47.902964,1.909251,324,Orléans
Kazakh,1,48.019573,66.923684,325,
Marysville,1,48.0517637,-122.1770818,326,
tum,2,48.14900799999999,11.5674039,327,München
Vienna,1,48.2081743,16.3738189,328,Wien
Vienna,1,48.2081743,16.3738189,328,Wien
Ukraine,1,48.379433,31.16558,329,
Ukraine,5,48.379433,31.16558,329,
West Victoria,1,48.433684,-123.38718,330,Victoria
WEST Victoria,1,48.433684,-123.38718,330,Victoria
Haintz,1,48.69591519999999,10.054238,331,
Paris,6,48.856614,2.3522219,332,Paris
Paris,3,48.856614,2.3522219,332,Paris
Paris,1,48.856614,2.3522219,332,Paris
Paris,2,48.856614,2.3522219,332,Paris
Paris,2,48.856614,2.3522219,332,Paris
Regensburg,1,49.0134297,12.1016236,333,Regensburg
Jersey,3,49.2137711,-2.1357662,334,Saint Lawrence
Jersey,3,49.2137711,-2.1357662,334,Saint Lawrence
Vancouver,1,49.2827291,-123.1207375,335,Vancouver
Rothenburg,1,49.3801834,10.1867388,336,
amecourt,1,49.380192,1.731205,337,
Guernsey,1,49.4481982,-2.58949,338,Castel
Wurzburg,1,49.79130439999999,9.9533548,339,Würzburg
Winnipeg,1,49.8954221,-97.1385145,340,Winnipeg
Coburg,1,50.2612094,10.962695,341,
Coburg,1,50.2612094,10.962695,341,
Pemberton,1,50.322028,-122.8050498,342,
Princetown,1,50.5440793,-3.9904538,343,West Devon
Merrivale,1,50.55762199999999,-4.049531,344,West Devon
Merrivale,1,50.55762199999999,-4.049531,344,West Devon
Dart­ moor,1,50.5718857,-3.9206884,345,West Devon
Hcale ville,1,50.6045194,-1.3184195,346,
Chesll Beach,1,50.6266703,-2.5605472,347,
Chesll Beach.(2017,1,50.6266703,-2.5605472,347,
Chesll Beach,1,50.6266703,-2.5605472,347,
Lille,1,50.62925,3.057256,348,Lille
Broadwater,1,50.8284525,-0.3745477,349,
Germany,1,51.165691,10.451526,350,Vogtei
Penshurst,3,51.1727246,0.1824358,351,
WOOiey,1,51.2097555,-2.6912839,352,
Bath,1,51.3781018,-2.3596827,353,Bath
hellekens,1,51.3791407,5.252299,354,
SofITT,1,51.4287737,-2.6334927,355,Bristol
Blackheath,2,51.4658393,0.0090338,356,London
ang Mortlake,1,51.4687363,-0.2627417,357,London
Mortlake,5,51.4687363,-0.2627417,357,London
Mortlake,2,51.4687363,-0.2627417,357,London
LONDON,1,51.5072178,-0.1275862,358,London
London,1,51.5072178,-0.1275862,358,London
London,1,51.5072178,-0.1275862,358,London
London,1,51.5072178,-0.1275862,358,London
He.ivy(BJ,1,51.5128603,-0.128045,359,London
Euston,1,51.5280991,-0.1332084,360,London
South Wales,1,51.6858341,-3.3821421,361,
South Wales,2,51.6858341,-3.3821421,361,
South Wales,1,51.6858341,-3.3821421,361,
Olmln l400,1,51.8670254,5.8721896,362,Nijmegen
Cork,1,51.8985143,-8.4756035,363,Cork
Ipswich,1,52.056736,1.14822,364,Ipswich
B.Barry 2,1,52.1277623,-8.2895635,365,
Holland,2,52.132633,5.291265999999999,366,
GoodC,1,52.2471366,21.0632676,367,Warszawa
Dennington,2,52.253926,1.3393709,368,East Suffolk
Warwick,1,52.28231599999999,-1.584927,369,
England,1,52.3555177,-1.1743197,370,
England,11,52.3555177,-1.1743197,370,
England,13,52.3555177,-1.1743197,370,
England,6,52.3555177,-1.1743197,370,
Tassie,1,52.3637788,4.886993599999999,371,Amsterdam
Edgbaston,2,52.4553184,-1.9040926,372,Birmingham
Edgbaston,1,52.4553184,-1.9040926,372,Birmingham
Birmingham,1,52.48624299999999,-1.890401,373,Birmingham
Birmingham,1,52.48624299999999,-1.890401,373,Birmingham
Peterborough,1,52.57031689999999,-0.2407996999999999,374,Peterborough
Derby,1,52.9225301,-1.4746186,375,Derby
"53,9",1,52.9995357,9.0026872,376,
Newfoundland,1,53.1355091,-57.6604364,377,
Jubilee Park,1,53.1557403,-0.2215658,378,East Lindsey
Sheffield,1,53.38112899999999,-1.470085,379,Sheffield
Heywood,5,53.592628,-2.22565,380,
B.Jenkinson,1,53.6924621,-1.6311384,381,Kirklees
Belarus,1,53.709807,27.953389,382,Дукорскі сельскі Савет
Manitoba,4,53.7608608,-98.8138763,383,Unorganized Division No. 21
Yorkshire,1,53.9590858,-1.0792403,384,York
Yorkshire,1,53.9590858,-1.0792403,384,York
York,1,53.9614205,-1.0739108,385,York
Kavanas,1,53.9897186,-7.3633319,386,
M.Monaghan,1,54.2492434,-6.9683082,387,
Whitehaven,1,54.549699,-3.589233,388,
Coleraine,1,55.1325802,-6.6646102,389,
Britain,2,55.378051,-3.435973,390,
Britain,1,55.378051,-3.435973,390,
Moscow,1,55.755826,37.6173,391,"РОССИЯ, РАЗВАЛИСЬ"
Canada,2,56.130366,-106.346771,392,Unorganized Division No. 18
Canada,1,56.130366,-106.346771,392,Unorganized Division No. 18
Scotland,1,56.49067119999999,-4.2026458,393,
Ounkeld,1,56.5676532,-3.5862204,394,
Dunkeld,1,56.5676532,-3.5862204,394,
Glencoe,2,56.68255989999999,-5.1022713,395,
ilbnotmilil,1,57.675144,-2.812153,396,
Kodiak,1,57.79000000000001,-152.4072222,397,
St Kilda,4,57.83481324783624,-8.56354406037558,398,
St KJkta,1,57.83481324783624,-8.56354406037558,398,
St Kilda,6,57.83481324783624,-8.56354406037558,398,
St Kilda,1,57.83481324783624,-8.56354406037558,398,
Marwick,1,59.1045876,-3.3403778,399,
Stockholm,1,59.32932349999999,18.0685808,400,Stockholms kommun
Bergen,1,60.39126279999999,5.3220544,401,Bergen
Norway,1,60.47202399999999,8.468945999999999,402,
RUSSIA,1,61.52401,105.318756,403,
Russia,1,61.52401,105.318756,403,
Russia,3,61.52401,105.318756,403,
Denali,1,63.06916889999999,-151.0069842,404,
Denali,1,63.06916889999999,-151.0069842,404,
ISLAND,1,64.963051,-19.020835,405,
